Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"190856","CVE-2024-21891","10.0","Critical","127.0.0.1","tcp","0","Node.js 18.x < 18.19.1 / 20.x < 20.11.1 / 21.x < 21.6.2 Multiple Vulnerabilities (Wednesday February 14 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.19.1, 20.11.1, 21.6.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday February 14 2024 Security Releases advisory.

  - On Linux, Node.js ignores certain environment variables if those may have been set by an unprivileged user
    while the process is running with elevated privileges with the only exception of CAP_NET_BIND_SERVICE. Due
    to a bug in the implementation of this exception, Node.js incorrectly applies this exception even when
    certain other capabilities have been set. This allows unprivileged users to inject code that inherits the
    process's elevated privileges. Impacts: Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21892)

  - A vulnerability in Node.js HTTP servers allows an attacker to send a specially crafted HTTP request with
    chunked encoding, leading to resource exhaustion and denial of service (DoS). The server reads an
    unbounded number of bytes from a single connection, exploiting the lack of limitations on chunk extension
    bytes. The issue can cause CPU and network bandwidth exhaustion, bypassing standard safeguards like
    timeouts and body size limits. Impacts: Thank you, to Bartek Nowotarski for reporting this vulnerability
    and thank you Paolo Insogna for fixing it. (CVE-2024-22019)

  - The permission model protects itself against path traversal attacks by calling path.resolve() on any paths
    given by the user. If the path is to be treated as a Buffer, the implementation uses Buffer.from() to
    obtain a Buffer from the result of path.resolve(). By monkey-patching Buffer internals, namely,
    Buffer.prototype.utf8Write, the application can modify the result of path.resolve(), which leads to a path
    traversal vulnerability. Impacts: Please note that at the time this CVE was issued, the permission model
    is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21896)

  - setuid() does not affect libuv's internal io_uring operations if initialized before the call to setuid().
    This allows the process to perform privileged operations despite presumably having dropped such privileges
    through a call to setuid(). Impacts: Thank you, to valette for reporting this vulnerability and thank you
    Tobias Nieen for fixing it. (CVE-2024-22017)

  - A vulnerability in the privateDecrypt() API of the crypto library, allowed a covert timing side-channel
    during PKCS#1 v1.5 padding error handling. The vulnerability revealed significant timing differences in
    decryption for valid and invalid ciphertexts. This poses a serious threat as attackers could remotely
    exploit the vulnerability to decrypt captured RSA ciphertexts or forge signatures, especially in scenarios
    involving API endpoints processing Json Web Encryption messages. Impacts: Thank you, to hkario for
    reporting this vulnerability and thank you Michael Dawson for fixing it. (CVE-2023-46809)

  - Node.js depends on multiple built-in utility functions to normalize paths provided to node:fs functions,
    which can be overwitten with user-defined implementations leading to filesystem permission model bypass
    through path traversal attack. Impacts: Please note that at the time this CVE was issued, the permission
    model is an experimental feature of Node.js. Thank you, to xion for reporting this vulnerability and thank
    you Rafael Gonzaga for fixing it. (CVE-2024-21891)

  - The Node.js Permission Model does not clarify in the documentation that wildcards should be only used as
    the last character of a file path. For example: --allow-fs-read=/home/node/.ssh/*.pub will ignore pub and
    give access to everything after .ssh/. Impacts: Please note that at the time this CVE was issued, the
    permission model is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this
    vulnerability and thank you Rafael Gonzaga for fixing it. (CVE-2024-21890)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.19.1 / 20.11.1 / 21.6.2 or later.","http://www.nessus.org/u?313add11","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.11.1
","I","","","9.8","7.4","8.5","5.9","0.1041","Critical","","IAVB:2024-B-0016-S","","2024/02/21","2025/04/03","","",""
"190856","CVE-2024-21892","10.0","Critical","127.0.0.1","tcp","0","Node.js 18.x < 18.19.1 / 20.x < 20.11.1 / 21.x < 21.6.2 Multiple Vulnerabilities (Wednesday February 14 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.19.1, 20.11.1, 21.6.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday February 14 2024 Security Releases advisory.

  - On Linux, Node.js ignores certain environment variables if those may have been set by an unprivileged user
    while the process is running with elevated privileges with the only exception of CAP_NET_BIND_SERVICE. Due
    to a bug in the implementation of this exception, Node.js incorrectly applies this exception even when
    certain other capabilities have been set. This allows unprivileged users to inject code that inherits the
    process's elevated privileges. Impacts: Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21892)

  - A vulnerability in Node.js HTTP servers allows an attacker to send a specially crafted HTTP request with
    chunked encoding, leading to resource exhaustion and denial of service (DoS). The server reads an
    unbounded number of bytes from a single connection, exploiting the lack of limitations on chunk extension
    bytes. The issue can cause CPU and network bandwidth exhaustion, bypassing standard safeguards like
    timeouts and body size limits. Impacts: Thank you, to Bartek Nowotarski for reporting this vulnerability
    and thank you Paolo Insogna for fixing it. (CVE-2024-22019)

  - The permission model protects itself against path traversal attacks by calling path.resolve() on any paths
    given by the user. If the path is to be treated as a Buffer, the implementation uses Buffer.from() to
    obtain a Buffer from the result of path.resolve(). By monkey-patching Buffer internals, namely,
    Buffer.prototype.utf8Write, the application can modify the result of path.resolve(), which leads to a path
    traversal vulnerability. Impacts: Please note that at the time this CVE was issued, the permission model
    is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21896)

  - setuid() does not affect libuv's internal io_uring operations if initialized before the call to setuid().
    This allows the process to perform privileged operations despite presumably having dropped such privileges
    through a call to setuid(). Impacts: Thank you, to valette for reporting this vulnerability and thank you
    Tobias Nieen for fixing it. (CVE-2024-22017)

  - A vulnerability in the privateDecrypt() API of the crypto library, allowed a covert timing side-channel
    during PKCS#1 v1.5 padding error handling. The vulnerability revealed significant timing differences in
    decryption for valid and invalid ciphertexts. This poses a serious threat as attackers could remotely
    exploit the vulnerability to decrypt captured RSA ciphertexts or forge signatures, especially in scenarios
    involving API endpoints processing Json Web Encryption messages. Impacts: Thank you, to hkario for
    reporting this vulnerability and thank you Michael Dawson for fixing it. (CVE-2023-46809)

  - Node.js depends on multiple built-in utility functions to normalize paths provided to node:fs functions,
    which can be overwitten with user-defined implementations leading to filesystem permission model bypass
    through path traversal attack. Impacts: Please note that at the time this CVE was issued, the permission
    model is an experimental feature of Node.js. Thank you, to xion for reporting this vulnerability and thank
    you Rafael Gonzaga for fixing it. (CVE-2024-21891)

  - The Node.js Permission Model does not clarify in the documentation that wildcards should be only used as
    the last character of a file path. For example: --allow-fs-read=/home/node/.ssh/*.pub will ignore pub and
    give access to everything after .ssh/. Impacts: Please note that at the time this CVE was issued, the
    permission model is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this
    vulnerability and thank you Rafael Gonzaga for fixing it. (CVE-2024-21890)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.19.1 / 20.11.1 / 21.6.2 or later.","http://www.nessus.org/u?313add11","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.11.1
","I","","","9.8","7.4","8.5","5.9","0.1041","Critical","","IAVB:2024-B-0016-S","","2024/02/21","2025/04/03","","",""
"190856","CVE-2024-21896","10.0","Critical","127.0.0.1","tcp","0","Node.js 18.x < 18.19.1 / 20.x < 20.11.1 / 21.x < 21.6.2 Multiple Vulnerabilities (Wednesday February 14 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.19.1, 20.11.1, 21.6.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday February 14 2024 Security Releases advisory.

  - On Linux, Node.js ignores certain environment variables if those may have been set by an unprivileged user
    while the process is running with elevated privileges with the only exception of CAP_NET_BIND_SERVICE. Due
    to a bug in the implementation of this exception, Node.js incorrectly applies this exception even when
    certain other capabilities have been set. This allows unprivileged users to inject code that inherits the
    process's elevated privileges. Impacts: Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21892)

  - A vulnerability in Node.js HTTP servers allows an attacker to send a specially crafted HTTP request with
    chunked encoding, leading to resource exhaustion and denial of service (DoS). The server reads an
    unbounded number of bytes from a single connection, exploiting the lack of limitations on chunk extension
    bytes. The issue can cause CPU and network bandwidth exhaustion, bypassing standard safeguards like
    timeouts and body size limits. Impacts: Thank you, to Bartek Nowotarski for reporting this vulnerability
    and thank you Paolo Insogna for fixing it. (CVE-2024-22019)

  - The permission model protects itself against path traversal attacks by calling path.resolve() on any paths
    given by the user. If the path is to be treated as a Buffer, the implementation uses Buffer.from() to
    obtain a Buffer from the result of path.resolve(). By monkey-patching Buffer internals, namely,
    Buffer.prototype.utf8Write, the application can modify the result of path.resolve(), which leads to a path
    traversal vulnerability. Impacts: Please note that at the time this CVE was issued, the permission model
    is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21896)

  - setuid() does not affect libuv's internal io_uring operations if initialized before the call to setuid().
    This allows the process to perform privileged operations despite presumably having dropped such privileges
    through a call to setuid(). Impacts: Thank you, to valette for reporting this vulnerability and thank you
    Tobias Nieen for fixing it. (CVE-2024-22017)

  - A vulnerability in the privateDecrypt() API of the crypto library, allowed a covert timing side-channel
    during PKCS#1 v1.5 padding error handling. The vulnerability revealed significant timing differences in
    decryption for valid and invalid ciphertexts. This poses a serious threat as attackers could remotely
    exploit the vulnerability to decrypt captured RSA ciphertexts or forge signatures, especially in scenarios
    involving API endpoints processing Json Web Encryption messages. Impacts: Thank you, to hkario for
    reporting this vulnerability and thank you Michael Dawson for fixing it. (CVE-2023-46809)

  - Node.js depends on multiple built-in utility functions to normalize paths provided to node:fs functions,
    which can be overwitten with user-defined implementations leading to filesystem permission model bypass
    through path traversal attack. Impacts: Please note that at the time this CVE was issued, the permission
    model is an experimental feature of Node.js. Thank you, to xion for reporting this vulnerability and thank
    you Rafael Gonzaga for fixing it. (CVE-2024-21891)

  - The Node.js Permission Model does not clarify in the documentation that wildcards should be only used as
    the last character of a file path. For example: --allow-fs-read=/home/node/.ssh/*.pub will ignore pub and
    give access to everything after .ssh/. Impacts: Please note that at the time this CVE was issued, the
    permission model is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this
    vulnerability and thank you Rafael Gonzaga for fixing it. (CVE-2024-21890)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.19.1 / 20.11.1 / 21.6.2 or later.","http://www.nessus.org/u?313add11","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.11.1
","I","","","9.8","7.4","8.5","5.9","0.1041","Critical","","IAVB:2024-B-0016-S","","2024/02/21","2025/04/03","","",""
"190856","CVE-2024-22017","10.0","Critical","127.0.0.1","tcp","0","Node.js 18.x < 18.19.1 / 20.x < 20.11.1 / 21.x < 21.6.2 Multiple Vulnerabilities (Wednesday February 14 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.19.1, 20.11.1, 21.6.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday February 14 2024 Security Releases advisory.

  - On Linux, Node.js ignores certain environment variables if those may have been set by an unprivileged user
    while the process is running with elevated privileges with the only exception of CAP_NET_BIND_SERVICE. Due
    to a bug in the implementation of this exception, Node.js incorrectly applies this exception even when
    certain other capabilities have been set. This allows unprivileged users to inject code that inherits the
    process's elevated privileges. Impacts: Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21892)

  - A vulnerability in Node.js HTTP servers allows an attacker to send a specially crafted HTTP request with
    chunked encoding, leading to resource exhaustion and denial of service (DoS). The server reads an
    unbounded number of bytes from a single connection, exploiting the lack of limitations on chunk extension
    bytes. The issue can cause CPU and network bandwidth exhaustion, bypassing standard safeguards like
    timeouts and body size limits. Impacts: Thank you, to Bartek Nowotarski for reporting this vulnerability
    and thank you Paolo Insogna for fixing it. (CVE-2024-22019)

  - The permission model protects itself against path traversal attacks by calling path.resolve() on any paths
    given by the user. If the path is to be treated as a Buffer, the implementation uses Buffer.from() to
    obtain a Buffer from the result of path.resolve(). By monkey-patching Buffer internals, namely,
    Buffer.prototype.utf8Write, the application can modify the result of path.resolve(), which leads to a path
    traversal vulnerability. Impacts: Please note that at the time this CVE was issued, the permission model
    is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21896)

  - setuid() does not affect libuv's internal io_uring operations if initialized before the call to setuid().
    This allows the process to perform privileged operations despite presumably having dropped such privileges
    through a call to setuid(). Impacts: Thank you, to valette for reporting this vulnerability and thank you
    Tobias Nieen for fixing it. (CVE-2024-22017)

  - A vulnerability in the privateDecrypt() API of the crypto library, allowed a covert timing side-channel
    during PKCS#1 v1.5 padding error handling. The vulnerability revealed significant timing differences in
    decryption for valid and invalid ciphertexts. This poses a serious threat as attackers could remotely
    exploit the vulnerability to decrypt captured RSA ciphertexts or forge signatures, especially in scenarios
    involving API endpoints processing Json Web Encryption messages. Impacts: Thank you, to hkario for
    reporting this vulnerability and thank you Michael Dawson for fixing it. (CVE-2023-46809)

  - Node.js depends on multiple built-in utility functions to normalize paths provided to node:fs functions,
    which can be overwitten with user-defined implementations leading to filesystem permission model bypass
    through path traversal attack. Impacts: Please note that at the time this CVE was issued, the permission
    model is an experimental feature of Node.js. Thank you, to xion for reporting this vulnerability and thank
    you Rafael Gonzaga for fixing it. (CVE-2024-21891)

  - The Node.js Permission Model does not clarify in the documentation that wildcards should be only used as
    the last character of a file path. For example: --allow-fs-read=/home/node/.ssh/*.pub will ignore pub and
    give access to everything after .ssh/. Impacts: Please note that at the time this CVE was issued, the
    permission model is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this
    vulnerability and thank you Rafael Gonzaga for fixing it. (CVE-2024-21890)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.19.1 / 20.11.1 / 21.6.2 or later.","http://www.nessus.org/u?313add11","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.11.1
","I","","","9.8","7.4","8.5","5.9","0.1041","Critical","","IAVB:2024-B-0016-S","","2024/02/21","2025/04/03","","",""
"190856","CVE-2024-22019","10.0","Critical","127.0.0.1","tcp","0","Node.js 18.x < 18.19.1 / 20.x < 20.11.1 / 21.x < 21.6.2 Multiple Vulnerabilities (Wednesday February 14 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.19.1, 20.11.1, 21.6.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday February 14 2024 Security Releases advisory.

  - On Linux, Node.js ignores certain environment variables if those may have been set by an unprivileged user
    while the process is running with elevated privileges with the only exception of CAP_NET_BIND_SERVICE. Due
    to a bug in the implementation of this exception, Node.js incorrectly applies this exception even when
    certain other capabilities have been set. This allows unprivileged users to inject code that inherits the
    process's elevated privileges. Impacts: Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21892)

  - A vulnerability in Node.js HTTP servers allows an attacker to send a specially crafted HTTP request with
    chunked encoding, leading to resource exhaustion and denial of service (DoS). The server reads an
    unbounded number of bytes from a single connection, exploiting the lack of limitations on chunk extension
    bytes. The issue can cause CPU and network bandwidth exhaustion, bypassing standard safeguards like
    timeouts and body size limits. Impacts: Thank you, to Bartek Nowotarski for reporting this vulnerability
    and thank you Paolo Insogna for fixing it. (CVE-2024-22019)

  - The permission model protects itself against path traversal attacks by calling path.resolve() on any paths
    given by the user. If the path is to be treated as a Buffer, the implementation uses Buffer.from() to
    obtain a Buffer from the result of path.resolve(). By monkey-patching Buffer internals, namely,
    Buffer.prototype.utf8Write, the application can modify the result of path.resolve(), which leads to a path
    traversal vulnerability. Impacts: Please note that at the time this CVE was issued, the permission model
    is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this vulnerability and
    for fixing it. (CVE-2024-21896)

  - setuid() does not affect libuv's internal io_uring operations if initialized before the call to setuid().
    This allows the process to perform privileged operations despite presumably having dropped such privileges
    through a call to setuid(). Impacts: Thank you, to valette for reporting this vulnerability and thank you
    Tobias Nieen for fixing it. (CVE-2024-22017)

  - A vulnerability in the privateDecrypt() API of the crypto library, allowed a covert timing side-channel
    during PKCS#1 v1.5 padding error handling. The vulnerability revealed significant timing differences in
    decryption for valid and invalid ciphertexts. This poses a serious threat as attackers could remotely
    exploit the vulnerability to decrypt captured RSA ciphertexts or forge signatures, especially in scenarios
    involving API endpoints processing Json Web Encryption messages. Impacts: Thank you, to hkario for
    reporting this vulnerability and thank you Michael Dawson for fixing it. (CVE-2023-46809)

  - Node.js depends on multiple built-in utility functions to normalize paths provided to node:fs functions,
    which can be overwitten with user-defined implementations leading to filesystem permission model bypass
    through path traversal attack. Impacts: Please note that at the time this CVE was issued, the permission
    model is an experimental feature of Node.js. Thank you, to xion for reporting this vulnerability and thank
    you Rafael Gonzaga for fixing it. (CVE-2024-21891)

  - The Node.js Permission Model does not clarify in the documentation that wildcards should be only used as
    the last character of a file path. For example: --allow-fs-read=/home/node/.ssh/*.pub will ignore pub and
    give access to everything after .ssh/. Impacts: Please note that at the time this CVE was issued, the
    permission model is an experimental feature of Node.js. Thank you, to Tobias Nieen for reporting this
    vulnerability and thank you Rafael Gonzaga for fixing it. (CVE-2024-21890)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.19.1 / 20.11.1 / 21.6.2 or later.","http://www.nessus.org/u?313add11","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.11.1
","I","","","9.8","7.4","8.5","5.9","0.1041","Critical","","IAVB:2024-B-0016-S","","2024/02/21","2025/04/03","","",""
"192709","","","None","127.0.0.1","tcp","0","Tukaani XZ Utils Installed (Linux / Unix)","Tukaani XZ Utils is installed on the remote Linux / Unix host.","Tukaani XZ Utils is installed on the remote Linux / Unix host.

XZ Utils consists of several components, including:
  - liblzma
  - xz

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.192709' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://xz.tukaani.org/xz-utils/","
Nessus detected 2 installs of XZ Utils:

  Path               : /usr/lib/x86_64-linux-gnu/liblzma.so.5.8.1
  Version            : 5.8.1
  Associated Package : liblzma5 5.8.1-1
  Confidence         : High
  Managed by OS      : True
  Version Source     : Package

  Path               : /usr/bin/xz
  Version            : 5.8.1
  Associated Package : xz-utils 5.8.1-1
  Confidence         : High
  Managed by OS      : True
  Version Source     : Package
","","","","","","","","","None","","","","2024/03/29","2025/07/28","","",""
"192945","CVE-2024-27982","5.4","High","127.0.0.1","tcp","0","Node.js 18.x < 18.20.1 / 20.x < 20.12.1 / 21.x < 21.7.2 Multiple Vulnerabilities (Wednesday, April 3, 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.20.1, 20.12.1, 21.7.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday, April 3, 2024 Security Releases advisory.

  - An attacker can make the Node.js HTTP/2 server completely unavailable by sending a small amount of HTTP/2
    frames packets with a few HTTP/2 frames inside. It is possible to leave some data in nghttp2 memory after
    reset when headers with HTTP/2 CONTINUATION frame are sent to the server and then a TCP connection is
    abruptly closed by the client triggering the Http2Session destructor while header frames are still being
    processed (and stored in memory) causing a race condition. Impacts: Thank you, to bart for reporting this
    vulnerability and Anna Henningsen for fixing it. (CVE-2024-27983)

  - The team has identified a vulnerability in the http server of the most recent version of Node, where
    malformed headers can lead to HTTP request smuggling. Specifically, if a space is placed before a content-
    length header, it is not interpreted correctly, enabling attackers to smuggle in a second request within
    the body of the first. Impacts: Thank you, to bpingel for reporting this vulnerability and Paolo Insogna
    for fixing it.  Summary The Node.js project will release new versions of the 18.x, 20.x, 21.x releases
    lines on or shortly after, Wednesday, April 3, 2024 in order to address: (CVE-2024-27982)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.20.1 / 20.12.1 / 21.7.2 or later.","https://nodejs.org/en/blog/vulnerability/april-2024-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.12.1
","I","","","8.2","4.0","7.1","5.0","0.6865","Medium","","IAVB:2024-B-0033-S","","2024/04/05","2024/04/19","","",""
"192945","CVE-2024-27983","5.4","High","127.0.0.1","tcp","0","Node.js 18.x < 18.20.1 / 20.x < 20.12.1 / 21.x < 21.7.2 Multiple Vulnerabilities (Wednesday, April 3, 2024 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.20.1, 20.12.1, 21.7.2. It is, therefore, affected by
multiple vulnerabilities as referenced in the Wednesday, April 3, 2024 Security Releases advisory.

  - An attacker can make the Node.js HTTP/2 server completely unavailable by sending a small amount of HTTP/2
    frames packets with a few HTTP/2 frames inside. It is possible to leave some data in nghttp2 memory after
    reset when headers with HTTP/2 CONTINUATION frame are sent to the server and then a TCP connection is
    abruptly closed by the client triggering the Http2Session destructor while header frames are still being
    processed (and stored in memory) causing a race condition. Impacts: Thank you, to bart for reporting this
    vulnerability and Anna Henningsen for fixing it. (CVE-2024-27983)

  - The team has identified a vulnerability in the http server of the most recent version of Node, where
    malformed headers can lead to HTTP request smuggling. Specifically, if a space is placed before a content-
    length header, it is not interpreted correctly, enabling attackers to smuggle in a second request within
    the body of the first. Impacts: Thank you, to bpingel for reporting this vulnerability and Paolo Insogna
    for fixing it.  Summary The Node.js project will release new versions of the 18.x, 20.x, 21.x releases
    lines on or shortly after, Wednesday, April 3, 2024 in order to address: (CVE-2024-27982)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.20.1 / 20.12.1 / 21.7.2 or later.","https://nodejs.org/en/blog/vulnerability/april-2024-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.12.1
","I","","","8.2","4.0","7.1","5.0","0.6865","Medium","","IAVB:2024-B-0033-S","","2024/04/05","2024/04/19","","",""
"193143","","","None","127.0.0.1","tcp","0","Linux Time Zone Information","Nessus was able to collect and report time zone information from the remote host.","Nessus was able to collect time zone information from the remote
  Linux host.","None","","Via date: EDT -0400
Via timedatectl: Time zone: America/New_York (EDT, -0400)
Via /etc/localtime: EST5EDT,M3.2.0,M11.1.0
","","","","","","","","","None","","","","2024/04/10","2024/04/10","","",""
"196906","","","None","127.0.0.1","tcp","0","AI/LLM Software Report","Reports a summary of AI/LLM software detected on the remote host.","This plugin utilizes various Nessus detection methods and reports software
identified by to Nessus and known to utilize ""Artificial Intelligence"" (AI) and
Large Language Model (LLM) technology.

Note that this plugin uses several detection methods. The products
reported by this plugin will grow as more detections and methods are added.","Remove any applications that are not compliant with your organization's
acceptable use and security policies.","https://www.tenable.com/plugins/nessus/196906/dependencies","For each of the software listed here as detected, the finding came from the plugin referenced and more details including path information can be found in the plugin output of the plugin that is linked.

The following Artificial Intelligence/Large Language Model software is known to Nessus to be present on the scan target :

  NumPy - https://www.tenable.com/plugins/nessus/201190

","","","","","","","","","None","","","","2024/05/29","2025/07/14","","",""
"198234","","","None","127.0.0.1","tcp","0","gnome-shell Installed (Linux / UNIX)","gnome-shell is installed on the remote Linux / UNIX host.","gnome-shell is installed on the remote Linux / UNIX host.","n/a","https://gitlab.gnome.org/GNOME/gnome-shell/","
  Path    : /usr/bin/gnome-shell
  Version : 48.1
  Managed : 1
","","","","","","","","","None","","","","2024/05/31","2025/07/28","","",""
"200214","","","None","127.0.0.1","tcp","0","Libndp Installed (Linux / Unix)","Libndp is installed on the remote Linux / Unix host.","Libndp is installed on the remote Linux / Unix host.

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.200214' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://github.com/jpirko/libndp","
  Path          : libndp0 1.9-1 (via package manager)
  Version       : 1.9
  Managed by OS : True
","","","","","","","","","None","","","","2024/06/07","2025/07/28","","",""
"201190","","","None","127.0.0.1","tcp","0","NumPy Detection","A NumPy Python library is installed on the remote host.","A NumPy Python library is installed on the remote host. 

Note that Nessus has relied upon on the application's self-reported version
number.","n/a","https://github.com/NumPy/NumPy","
  Path          : /usr/lib/python3/dist-packages/numpy-2.2.4.dist-info
  Version       : 2.2.4
  Managed by OS : True
","","","","","","","","","None","","","","2024/07/01","2025/07/28","","",""
